Date;Time; Temperatura  -  Med  (C) ; Umidità  -  Med  (%) ; Pressione  -  Med  (hpa) ; Velocità  del  vento  -  Med  (kmh) ; Raffica  di  vento  -  Med  (kmh) ; Direzione  del  vento  -  Tutti  (°) ; Punto  di  rugiada  -  Med  (C) ; Temperatura  apparente  -  Med  (C) ; Quantità  di  pioggia  -  Med  (mm/h) ; Precipitation  -  Totale  (mm) ; Radiazione  solare  -  Med  (W/m2) 
2025-03-20;19.10;8.30;66.50;976.20;0.00;0.00;304;2.40;6.70;0.00;0.00;0.00
2025-03-20;19.15;8.20;66.70;976.20;0.00;0.00;304;2.30;6.60;0.00;0.00;0.00
2025-03-20;19.20;8.00;67.00;976.20;0.00;0.00;304;2.20;6.40;0.00;0.00;0.00
2025-03-20;19.25;7.70;68.00;976.30;0.00;0.00;304;2.10;6.10;0.00;0.00;0.00
2025-03-20;19.30;7.60;67.00;976.30;0.00;0.00;304;1.80;5.90;0.00;0.00;0.00
2025-03-20;19.35;7.40;68.80;976.40;0.00;0.00;323;1.90;5.70;0.00;0.00;0.00
2025-03-20;19.40;7.20;69.00;976.40;0.00;0.00;57;1.80;5.50;0.00;0.00;0.00
2025-03-20;19.45;7.10;70.00;976.60;0.00;0.00;43;1.90;5.40;0.00;0.00;0.00
2025-03-20;19.50;7.10;70.50;976.60;0.00;0.00;44;2.00;5.40;0.00;0.00;0.00
2025-03-20;19.55;6.90;70.00;976.50;0.00;0.00;44;1.70;5.20;0.00;0.00;0.00
2025-03-20;20.00;6.80;70.00;976.60;0.00;0.00;52;1.60;5.10;0.00;0.00;0.00
2025-03-20;20.05;6.80;70.30;976.70;0.00;0.00;54;1.70;5.10;0.00;0.00;0.00
2025-03-20;20.10;6.70;70.50;976.80;0.00;0.00;76;1.70;5.00;0.00;0.00;0.00
2025-03-20;20.15;6.40;72.00;976.80;0.00;2.00;87;1.70;4.70;0.00;0.00;0.00
2025-03-20;20.20;6.30;72.50;976.80;0.00;2.00;73;1.70;4.60;0.00;0.00;0.00
2025-03-20;20.25;6.20;72.70;976.80;0.00;0.00;86;1.70;4.50;0.00;0.00;0.00
2025-03-20;20.30;6.10;73.00;976.70;0.00;0.00;86;1.60;4.40;0.00;0.00;0.00
2025-03-20;20.35;5.90;73.80;976.80;0.00;0.00;75;1.50;4.10;0.00;0.00;0.00
2025-03-20;20.40;5.90;73.50;976.80;0.00;0.00;76;1.50;4.20;0.00;0.00;0.00
2025-03-20;20.45;5.80;74.70;976.70;0.00;0.00;90;1.70;4.10;0.00;0.00;0.00
2025-03-20;20.50;5.80;74.50;976.80;0.00;0.00;78;1.60;4.10;0.00;0.00;0.00
2025-03-20;20.55;5.80;73.70;976.80;0.00;2.00;86;1.50;4.10;0.00;0.00;0.00
2025-03-20;21.00;5.70;75.00;976.80;0.00;2.00;100;1.60;4.00;0.00;0.00;0.00
2025-03-20;21.05;5.50;76.00;976.90;0.00;2.00;91;1.60;3.80;0.00;0.00;0.00
2025-03-20;21.10;5.30;77.50;976.80;0.00;0.00;92;1.60;3.60;0.00;0.00;0.00
2025-03-20;21.15;5.10;78.00;976.80;0.00;0.00;91;1.50;3.40;0.00;0.00;0.00
2025-03-20;21.20;5.00;79.00;976.80;0.00;0.00;93;1.60;3.30;0.00;0.00;0.00
2025-03-20;21.25;4.80;79.00;976.80;0.00;0.00;94;1.40;3.10;0.00;0.00;0.00
2025-03-20;21.30;4.80;79.00;976.80;0.00;0.00;93;1.40;3.00;0.00;0.00;0.00
2025-03-20;21.35;4.80;79.00;976.80;0.00;0.00;90;1.40;3.00;0.00;0.00;0.00
2025-03-20;21.40;4.80;79.00;976.70;0.00;0.00;94;1.40;3.00;0.00;0.00;0.00
2025-03-20;21.45;4.60;79.70;976.70;0.00;0.00;94;1.40;2.80;0.00;0.00;0.00
2025-03-20;21.50;4.50;80.50;976.70;0.00;0.00;94;1.40;2.70;0.00;0.00;0.00
2025-03-20;21.55;4.40;81.00;976.70;0.00;0.00;96;1.40;2.60;0.00;0.00;0.00
2025-03-20;22.00;4.30;81.00;976.70;0.00;0.00;96;1.30;2.50;0.00;0.00;0.00
2025-03-20;22.05;4.30;82.00;976.70;0.00;0.00;96;1.50;2.50;0.00;0.00;0.00
2025-03-20;22.10;4.30;82.00;976.70;0.00;0.00;96;1.50;2.50;0.00;0.00;0.00
2025-03-20;22.15;4.20;82.00;976.70;0.00;0.00;96;1.40;2.40;0.00;0.00;0.00
2025-03-20;22.20;4.10;82.50;976.70;0.00;0.00;96;1.40;2.30;0.00;0.00;0.00
2025-03-20;22.25;4.00;83.00;976.60;1.00;5.00;98;1.30;2.00;0.00;0.00;0.00
2025-03-20;22.30;4.00;83.00;976.60;2.00;5.00;98;1.30;1.80;0.00;0.00;0.00
2025-03-20;22.35;4.00;83.00;976.50;1.50;5.00;95;1.30;1.90;0.00;0.00;0.00
2025-03-20;22.40;4.00;83.00;976.50;0.50;5.00;94;1.30;2.10;0.00;0.00;0.00
2025-03-20;22.45;3.90;83.00;976.60;1.70;5.00;94;1.20;1.70;0.00;0.00;0.00
2025-03-20;22.50;3.80;83.00;976.50;1.50;5.00;94;1.10;1.70;0.00;0.00;0.00
2025-03-20;22.55;3.90;83.00;976.50;0.30;5.00;94;1.20;2.00;0.00;0.00;0.00
2025-03-20;23.00;3.90;83.00;976.50;0.00;0.00;93;1.20;2.10;0.00;0.00;0.00
2025-03-20;23.05;3.90;83.00;976.50;0.00;0.00;93;1.20;2.10;0.00;0.00;0.00
2025-03-20;23.10;4.00;83.00;976.50;0.00;0.00;93;1.30;2.20;0.00;0.00;0.00
2025-03-20;23.15;3.80;83.00;976.50;0.00;0.00;94;1.10;2.00;0.00;0.00;0.00
2025-03-20;23.20;3.80;83.00;976.50;0.00;0.00;93;1.10;2.00;0.00;0.00;0.00
2025-03-20;23.25;3.70;83.00;976.40;0.00;0.00;92;1.00;1.90;0.00;0.00;0.00
2025-03-20;23.30;3.70;84.00;976.40;0.00;0.00;92;1.20;1.90;0.00;0.00;0.00
2025-03-20;23.35;3.70;83.00;976.40;0.00;0.00;93;1.00;1.90;0.00;0.00;0.00
2025-03-20;23.40;3.70;84.00;976.40;0.00;0.00;93;1.20;1.90;0.00;0.00;0.00
2025-03-20;23.45;3.60;84.00;976.30;0.00;0.00;93;1.10;1.80;0.00;0.00;0.00
2025-03-20;23.50;3.50;84.00;976.40;0.00;0.00;94;1.00;1.70;0.00;0.00;0.00
2025-03-20;23.55;3.50;83.00;976.30;0.00;0.00;91;0.80;1.60;0.00;0.00;0.00
2025-03-21;00.00;3.50;83.00;976.20;0.00;0.00;92;0.80;1.60;0.00;0.00;0.00
2025-03-21;00.05;3.50;83.00;976.30;0.00;0.00;91;0.80;1.60;0.00;0.00;0.00
2025-03-21;00.10;3.60;82.50;976.40;0.00;0.00;91;0.80;1.70;0.00;0.00;0.00
2025-03-21;00.15;3.60;81.30;976.40;0.00;0.00;91;0.70;1.70;0.00;0.00;0.00
2025-03-21;00.20;3.80;80.00;976.50;0.00;0.00;91;0.60;1.90;0.00;0.00;0.00
2025-03-21;00.25;3.80;79.00;976.40;0.00;0.00;91;0.40;1.90;0.00;0.00;0.00
2025-03-21;00.30;3.80;79.00;976.40;0.00;0.00;91;0.40;1.90;0.00;0.00;0.00
2025-03-21;00.35;3.70;78.50;976.40;0.00;0.00;91;0.30;1.80;0.00;0.00;0.00
2025-03-21;00.40;3.70;78.00;976.30;0.00;0.00;90;0.20;1.70;0.00;0.00;0.00
2025-03-21;00.45;3.60;78.30;976.20;0.00;0.00;96;0.20;1.70;0.00;0.00;0.00
2025-03-21;00.50;3.50;79.00;976.20;0.00;0.00;98;0.20;1.50;0.00;0.00;0.00
2025-03-21;00.55;3.30;79.70;976.20;0.00;0.00;98;0.10;1.30;0.00;0.00;0.00
2025-03-21;01.00;3.30;80.00;976.20;0.00;0.00;98;0.10;1.30;0.00;0.00;0.00
2025-03-21;01.05;3.20;80.50;976.20;0.00;0.00;98;0.20;1.30;0.00;0.00;0.00
2025-03-21;01.10;3.20;81.00;976.20;0.00;0.00;91;0.20;1.30;0.00;0.00;0.00
2025-03-21;01.20;3.20;81.00;976.10;0.00;0.00;91;0.20;1.30;0.00;0.00;0.00
2025-03-21;01.25;3.20;81.30;976.10;0.00;0.00;91;0.20;1.30;0.00;0.00;0.00
2025-03-21;01.30;3.10;82.00;976.00;0.00;0.00;92;0.30;1.20;0.00;0.00;0.00
2025-03-21;01.35;3.00;82.30;976.10;0.00;0.00;92;0.20;1.00;0.00;0.00;0.00
2025-03-21;01.40;2.90;83.00;976.10;0.00;0.00;92;0.30;1.00;0.00;0.00;0.00
2025-03-21;01.45;3.00;83.00;976.10;0.00;0.00;90;0.40;1.10;0.00;0.00;0.00
2025-03-21;01.50;3.10;83.00;976.20;0.00;0.00;90;0.50;1.20;0.00;0.00;0.00
2025-03-21;01.55;3.10;83.00;976.10;0.00;0.00;90;0.50;1.20;0.00;0.00;0.00
2025-03-21;02.00;3.10;83.00;976.00;0.00;0.00;90;0.50;1.20;0.00;0.00;0.00
2025-03-21;02.05;3.00;83.00;976.00;0.00;0.00;91;0.40;1.10;0.00;0.00;0.00
2025-03-21;02.10;2.90;83.50;975.90;0.00;0.00;91;0.40;1.00;0.00;0.00;0.00
2025-03-21;02.15;2.90;84.00;975.80;0.00;0.00;90;0.40;1.00;0.00;0.00;0.00
2025-03-21;02.20;2.80;84.50;975.80;0.00;0.00;91;0.40;0.90;0.00;0.00;0.00
2025-03-21;02.25;2.90;85.00;975.80;0.00;0.00;92;0.60;1.00;0.00;0.00;0.00
2025-03-21;02.30;2.90;85.00;975.70;0.00;0.00;94;0.60;1.00;0.00;0.00;0.00
2025-03-21;02.35;3.00;85.00;975.70;0.00;0.00;92;0.70;1.10;0.00;0.00;0.00
2025-03-21;02.40;3.10;85.00;975.60;0.00;0.00;92;0.80;1.20;0.00;0.00;0.00
2025-03-21;02.45;3.10;85.00;975.50;0.00;0.00;92;0.80;1.20;0.00;0.00;0.00
2025-03-21;02.50;3.20;85.00;975.50;0.00;0.00;92;0.90;1.30;0.00;0.00;0.00
2025-03-21;02.55;3.30;85.00;975.50;0.00;0.00;89;1.00;1.50;0.00;0.00;0.00
2025-03-21;03.00;3.50;85.00;975.30;0.00;0.00;89;1.20;1.70;0.00;0.00;0.00
2025-03-21;03.05;3.60;83.80;975.30;0.00;0.00;92;1.00;1.80;0.00;0.00;0.00
2025-03-21;03.10;3.40;83.00;975.30;0.00;0.00;92;0.80;1.50;0.00;0.00;0.00
2025-03-21;03.15;3.40;83.70;975.20;0.00;0.00;91;0.90;1.60;0.00;0.00;0.00
2025-03-21;03.20;3.40;84.00;975.20;0.00;0.00;91;0.90;1.60;0.00;0.00;0.00
2025-03-21;03.25;3.40;84.00;975.20;0.00;0.00;91;0.90;1.60;0.00;0.00;0.00
2025-03-21;03.30;3.40;84.00;975.10;0.00;0.00;91;0.90;1.60;0.00;0.00;0.00
2025-03-21;03.35;3.70;84.00;975.10;0.00;0.00;91;1.20;1.90;0.00;0.00;0.00
2025-03-21;03.40;3.70;84.00;975.10;0.00;0.00;91;1.20;1.90;0.00;0.00;0.00
2025-03-21;03.45;3.70;83.00;975.10;0.00;0.00;91;1.00;1.90;0.00;0.00;0.00
2025-03-21;03.50;3.70;83.00;975.00;0.00;0.00;91;1.00;1.90;0.00;0.00;0.00
2025-03-21;03.55;3.80;83.70;975.00;0.00;0.00;91;1.20;2.00;0.00;0.00;0.00
2025-03-21;04.00;3.80;84.00;975.00;0.00;0.00;91;1.30;2.00;0.00;0.00;0.00
2025-03-21;04.05;3.80;84.00;975.00;0.00;0.00;91;1.30;2.00;0.00;0.00;0.00
2025-03-21;04.10;3.90;84.00;975.00;0.00;0.00;91;1.40;2.10;0.00;0.00;0.00
2025-03-21;04.15;3.90;84.00;974.90;0.00;0.00;91;1.40;2.10;0.00;0.00;0.00
2025-03-21;04.20;3.80;84.00;974.90;0.00;0.00;91;1.30;2.00;0.00;0.00;0.00
2025-03-21;04.25;3.70;84.00;974.80;0.00;0.00;91;1.20;1.90;0.00;0.00;0.00
2025-03-21;04.30;3.70;85.00;974.70;0.00;0.00;91;1.40;1.90;0.00;0.00;0.00
2025-03-21;04.35;3.80;85.00;974.60;0.00;0.00;91;1.50;2.00;0.00;0.00;0.00
2025-03-21;04.40;3.80;85.00;974.70;0.00;0.00;91;1.50;2.00;0.00;0.00;0.00
2025-03-21;04.45;3.70;85.00;974.70;0.00;0.00;91;1.40;1.90;0.00;0.00;0.00
2025-03-21;04.50;3.70;85.00;974.60;0.00;0.00;91;1.40;1.90;0.00;0.00;0.00
2025-03-21;04.55;3.70;85.00;974.60;0.00;0.00;91;1.40;1.90;0.00;0.00;0.00
2025-03-21;05.00;3.80;85.00;974.60;0.00;0.00;91;1.50;2.00;0.00;0.00;0.00
2025-03-21;05.05;3.80;84.50;974.70;0.00;0.00;91;1.40;2.00;0.00;0.00;0.00
2025-03-21;05.10;3.80;84.00;974.70;0.00;0.00;91;1.30;2.00;0.00;0.00;0.00
2025-03-21;05.15;3.90;84.00;974.50;0.00;0.00;91;1.40;2.10;0.00;0.00;0.00
2025-03-21;05.20;3.90;84.00;974.50;0.00;0.00;91;1.40;2.10;0.00;0.00;0.00
2025-03-21;05.25;3.80;84.00;974.40;0.00;0.00;91;1.30;2.00;0.00;0.00;0.00
2025-03-21;05.30;3.80;85.00;974.40;0.00;0.00;91;1.50;2.00;0.00;0.00;0.00
2025-03-21;05.35;3.80;84.00;974.40;0.00;0.00;87;1.30;2.00;0.00;0.00;0.00
2025-03-21;05.40;3.80;84.00;974.30;0.00;0.00;86;1.30;2.00;0.00;0.00;0.00
2025-03-21;05.45;3.80;84.00;974.30;0.00;0.00;86;1.30;2.00;0.00;0.00;0.00
2025-03-21;05.50;3.70;84.00;974.30;0.00;0.00;87;1.20;1.90;0.00;0.00;0.00
2025-03-21;05.55;3.60;84.70;974.40;0.00;0.00;88;1.30;1.80;0.00;0.00;0.00
2025-03-21;06.00;3.60;85.00;974.40;0.00;0.00;88;1.30;1.80;0.00;0.00;0.00
2025-03-21;06.05;3.60;85.00;974.30;0.00;0.00;87;1.30;1.80;0.00;0.00;0.00
2025-03-21;06.10;3.70;85.00;974.30;0.00;0.00;87;1.40;1.90;0.00;0.00;0.00
2025-03-21;06.15;3.70;84.00;974.20;0.00;0.00;87;1.20;1.90;0.00;0.00;0.00
2025-03-21;06.20;3.70;84.00;974.20;0.00;0.00;88;1.20;1.90;0.00;0.00;0.00
2025-03-21;06.25;3.60;84.00;974.20;0.00;0.00;91;1.10;1.80;0.00;0.00;0.00
2025-03-21;06.30;3.50;84.00;974.20;0.00;0.00;88;1.00;1.70;0.00;0.00;0.00
2025-03-21;06.35;3.70;84.00;974.20;0.00;0.00;84;1.20;1.90;0.00;0.00;0.00
2025-03-21;06.40;3.70;84.00;974.30;0.00;0.00;91;1.20;1.90;0.00;0.00;5.00
2025-03-21;06.45;3.60;84.00;974.30;0.00;0.00;93;1.10;1.80;0.00;0.00;9.00
2025-03-21;06.50;3.50;84.50;974.30;0.00;0.00;90;1.10;1.70;0.00;0.00;12.00
2025-03-21;06.55;3.40;85.00;974.30;0.00;0.00;83;1.10;1.60;0.00;0.00;17.70
2025-03-21;07.00;3.60;85.00;974.40;0.00;0.00;80;1.30;1.80;0.00;0.00;21.00
2025-03-21;07.05;3.60;85.00;974.30;0.00;0.00;90;1.30;1.80;0.00;0.00;24.50
2025-03-21;07.10;3.60;85.00;974.30;0.00;0.00;94;1.30;1.80;0.00;0.00;29.00
2025-03-21;07.15;3.60;86.00;974.30;0.00;0.00;88;1.40;1.80;0.00;0.00;32.30
2025-03-21;07.20;3.70;86.00;974.40;0.00;0.00;89;1.50;1.90;0.00;0.00;36.00
2025-03-21;07.25;4.10;86.70;974.40;0.00;0.00;85;2.00;2.40;0.00;0.00;40.30
2025-03-21;07.30;4.30;86.00;974.40;0.00;0.00;87;2.10;2.70;0.00;0.00;44.00
2025-03-21;07.35;4.50;85.00;974.40;0.00;0.00;71;2.20;2.80;0.00;0.00;48.50
2025-03-21;07.40;4.70;84.50;974.40;0.00;0.00;63;2.30;3.10;0.00;0.00;55.00
2025-03-21;07.45;4.70;83.70;974.30;0.00;0.00;70;2.20;3.10;0.00;0.00;61.00
2025-03-21;07.50;4.80;84.00;974.30;0.00;0.00;70;2.30;3.20;0.00;0.00;64.00
2025-03-21;07.55;5.00;83.00;974.30;0.00;0.00;76;2.30;3.40;0.00;0.00;68.70
2025-03-21;08.00;5.10;83.00;974.30;0.00;0.00;88;2.40;3.50;0.00;0.00;72.00
2025-03-21;08.05;5.10;83.00;974.30;0.00;0.00;91;2.40;3.50;0.00;0.00;79.80
2025-03-21;08.10;5.10;84.00;974.40;0.00;0.00;94;2.60;3.50;0.00;0.00;91.50
2025-03-21;08.15;5.20;84.00;974.30;0.00;0.00;94;2.70;3.60;0.00;0.00;100.30
2025-03-21;08.20;5.30;84.00;974.40;0.00;0.00;96;2.80;3.70;0.00;0.00;110.00
2025-03-21;08.25;5.40;84.00;974.40;0.00;0.00;99;2.90;3.90;0.00;0.00;124.30
2025-03-21;08.30;5.50;84.00;974.40;0.00;0.00;101;3.00;4.00;0.00;0.00;141.00
2025-03-21;08.35;5.90;83.80;974.40;0.00;0.00;102;3.30;4.50;0.00;0.00;187.00
2025-03-21;08.40;6.30;82.00;974.40;0.00;0.00;106;3.40;4.80;0.00;0.00;195.00
2025-03-21;08.45;6.60;77.70;974.40;0.00;0.00;107;2.90;5.10;0.00;0.00;183.70
2025-03-21;08.50;7.00;76.00;974.40;0.00;0.00;108;3.00;5.50;0.00;0.00;170.50
2025-03-21;08.55;7.20;73.70;974.40;0.00;0.00;109;2.70;5.70;0.00;0.00;165.70
2025-03-21;09.00;7.40;72.00;974.40;0.00;0.00;109;2.60;5.80;0.00;0.00;165.00
2025-03-21;09.05;7.60;71.50;974.50;0.00;0.00;133;2.70;6.10;0.00;0.00;177.30
2025-03-21;09.10;7.80;70.50;974.50;0.00;0.00;152;2.70;6.30;0.00;0.00;191.00
2025-03-21;09.15;7.90;70.30;974.40;0.00;0.00;158;2.80;6.40;0.00;0.00;185.30
2025-03-21;09.20;8.00;70.50;974.40;0.00;0.00;161;2.90;6.50;0.00;0.00;176.00
2025-03-21;09.25;8.10;69.70;974.40;0.00;0.00;163;2.80;6.60;0.00;0.00;174.70
2025-03-21;09.30;8.10;69.00;974.30;0.00;0.00;163;2.70;6.60;0.00;0.00;172.00
2025-03-21;09.35;8.20;69.00;974.30;0.00;0.00;163;2.80;6.70;0.00;0.00;180.00
2025-03-21;09.40;8.30;68.00;974.30;0.00;0.00;163;2.70;6.70;0.00;0.00;181.00
2025-03-21;09.45;8.40;66.70;974.30;0.00;0.00;164;2.50;6.80;0.00;0.00;174.00
2025-03-21;09.50;8.60;65.50;974.20;0.00;0.00;169;2.40;7.00;0.00;0.00;169.00
2025-03-21;09.55;8.70;65.00;974.20;0.00;0.00;170;2.40;7.10;0.00;0.00;164.00
2025-03-21;10.00;8.80;65.00;974.20;0.00;0.00;175;2.50;7.20;0.00;0.00;176.00
2025-03-21;10.05;8.90;66.50;974.20;0.00;0.00;178;2.90;7.40;0.00;0.00;191.00
2025-03-21;10.10;9.10;68.00;974.20;0.00;0.00;178;3.40;7.70;0.00;0.00;184.50
2025-03-21;10.15;9.10;68.70;974.20;0.00;0.00;180;3.60;7.70;0.00;0.00;177.00
2025-03-21;10.20;9.10;66.50;974.20;0.00;0.00;180;3.10;7.70;0.00;0.00;194.50
2025-03-21;10.25;9.20;66.00;974.20;0.00;0.00;181;3.10;7.70;0.00;0.00;233.70
2025-03-21;10.30;9.20;67.00;974.10;0.00;0.00;181;3.30;7.80;0.00;0.00;262.00
2025-03-21;10.35;9.30;66.50;974.10;0.00;0.00;181;3.30;7.90;0.00;0.00;242.80
2025-03-21;10.40;9.50;64.50;974.10;0.00;0.00;181;3.10;8.00;0.00;0.00;264.50
2025-03-21;10.45;9.60;63.70;974.10;0.00;0.00;182;3.00;8.10;0.00;0.00;300.30
2025-03-21;10.50;9.70;63.00;974.00;0.00;0.00;183;2.90;8.20;0.00;0.00;326.00
2025-03-21;10.55;9.70;63.70;974.00;0.00;0.00;183;3.10;8.20;0.00;0.00;340.00
2025-03-21;11.00;9.80;62.00;974.00;0.00;0.00;183;2.80;8.30;0.00;0.00;343.00
2025-03-21;11.05;10.20;59.80;973.90;0.00;0.00;198;2.60;8.60;0.00;0.00;357.80
2025-03-21;11.10;10.30;59.50;973.90;0.00;0.00;200;2.70;8.80;0.00;0.00;364.00
2025-03-21;11.15;10.50;59.00;973.80;0.00;0.00;206;2.70;9.00;0.00;0.00;338.70
2025-03-21;11.20;10.60;58.00;973.80;0.00;3.00;226;2.60;9.10;0.00;0.00;289.00
2025-03-21;11.25;10.80;58.00;973.80;0.00;3.00;198;2.80;9.30;0.00;0.00;272.30
2025-03-21;11.30;10.80;59.00;973.80;0.00;5.00;237;3.00;9.30;0.00;0.00;302.00
2025-03-21;11.35;10.90;58.50;973.70;1.50;8.00;225;3.00;9.10;0.00;0.00;308.80
2025-03-21;11.40;11.00;58.50;973.60;1.00;8.00;246;3.10;9.30;0.00;0.00;280.50
2025-03-21;11.45;11.00;58.00;973.60;0.00;6.00;244;3.00;9.50;0.00;0.00;264.70
2025-03-21;11.50;11.10;58.00;973.60;0.00;3.00;244;3.10;9.60;0.00;0.00;257.00
2025-03-21;11.55;11.10;58.00;973.50;0.00;6.00;254;3.10;9.60;0.00;0.00;255.30
2025-03-21;12.00;11.10;58.00;973.50;1.00;6.00;230;3.10;9.40;0.00;0.00;237.00
2025-03-21;12.05;11.00;57.80;973.40;1.00;6.00;250;2.90;9.30;0.00;0.00;259.50
2025-03-21;12.10;11.10;58.50;973.40;1.00;6.00;236;3.20;9.50;0.00;0.00;336.50
2025-03-21;12.15;11.30;58.30;973.30;0.00;6.00;238;3.30;9.90;0.00;0.00;343.30
2025-03-21;12.20;11.40;58.00;973.30;0.00;6.00;247;3.40;10.00;0.00;0.00;349.00
2025-03-21;12.25;11.40;58.00;973.30;0.70;6.00;211;3.40;9.80;0.00;0.00;345.70
2025-03-21;12.30;11.30;58.00;973.20;1.00;6.00;243;3.30;9.70;0.00;0.00;352.00
2025-03-21;12.35;11.20;58.30;973.10;1.00;6.00;203;3.30;9.50;0.00;0.00;327.50
2025-03-21;12.40;11.30;59.00;973.10;0.50;6.00;233;3.50;9.80;0.00;0.00;340.00
2025-03-21;12.45;11.30;57.30;973.00;1.00;6.00;194;3.10;9.60;0.00;0.00;307.30
2025-03-21;12.50;11.20;57.50;973.00;0.50;6.00;219;3.10;9.60;0.00;0.00;269.50
2025-03-21;12.55;11.20;57.30;972.90;0.00;6.00;233;3.00;9.70;0.00;0.00;273.30
2025-03-21;13.00;11.20;57.00;972.90;0.00;6.00;230;2.90;9.70;0.00;0.00;260.00
2025-03-21;13.05;11.20;57.00;972.80;0.00;5.00;208;2.90;9.70;0.00;0.00;274.00
2025-03-21;13.10;11.20;57.00;972.70;0.00;5.00;198;2.90;9.70;0.00;0.00;282.00
2025-03-21;13.15;11.20;57.00;972.60;0.00;8.00;193;2.90;9.70;0.00;0.00;330.70
2025-03-21;13.20;11.20;57.00;972.60;1.00;8.00;191;2.90;9.50;0.00;0.00;357.00
2025-03-21;13.25;11.30;58.30;972.50;1.00;8.00;253;3.40;9.70;0.00;0.00;301.30
2025-03-21;13.30;11.50;58.00;972.50;1.00;8.00;267;3.40;9.90;0.00;0.00;255.00
2025-03-21;13.35;11.60;57.50;972.40;1.00;8.00;237;3.40;10.00;0.00;0.00;277.80
2025-03-21;13.40;11.70;57.00;972.30;1.50;8.00;241;3.40;10.00;0.00;0.00;280.50
2025-03-21;13.45;11.60;57.00;972.30;1.00;8.00;187;3.30;10.00;0.00;0.00;264.70
2025-03-21;13.50;11.50;56.50;972.20;1.00;6.00;206;3.10;9.80;0.00;0.00;232.00
2025-03-21;13.55;11.40;56.30;972.10;0.00;6.00;217;3.00;9.90;0.00;0.00;240.00
2025-03-21;14.00;11.40;57.00;972.00;0.00;6.00;204;3.10;9.90;0.00;0.00;237.00
2025-03-21;14.05;11.40;57.50;971.90;0.00;6.00;206;3.30;10.00;0.00;0.00;293.30
2025-03-21;14.10;11.50;57.00;971.80;0.00;6.00;211;3.20;10.10;0.00;0.00;257.50
2025-03-21;14.15;11.60;57.70;971.70;1.00;6.00;171;3.40;10.00;0.00;0.00;278.00
2025-03-21;14.20;11.50;58.00;971.70;0.50;5.00;158;3.40;10.00;0.00;0.00;244.50
2025-03-21;14.25;11.50;58.30;971.60;0.00;5.00;197;3.50;10.10;0.00;0.00;205.00
2025-03-21;14.30;11.50;58.00;971.60;0.00;5.00;218;3.40;10.10;0.00;0.00;221.00
2025-03-21;14.35;11.50;59.00;971.50;0.50;6.00;201;3.70;10.00;0.00;0.00;225.50
2025-03-21;14.40;11.40;59.00;971.40;0.00;6.00;207;3.60;10.00;0.00;0.00;182.00
2025-03-21;14.45;11.40;59.00;971.30;0.00;5.00;169;3.60;10.00;0.00;0.00;167.70
2025-03-21;14.50;11.30;59.50;971.30;0.00;5.00;198;3.60;9.90;0.00;0.00;178.50
2025-03-21;14.55;11.30;59.30;971.20;0.70;6.00;212;3.60;9.80;0.00;0.00;184.00
2025-03-21;15.00;11.30;60.00;971.10;0.00;6.00;183;3.70;9.90;0.00;0.00;202.00
2025-03-21;15.05;11.30;60.00;971.00;0.00;2.00;195;3.70;9.90;0.00;0.00;198.80
2025-03-21;15.10;11.30;60.00;971.10;0.00;2.00;154;3.70;9.90;0.00;0.00;216.00
2025-03-21;15.15;11.30;60.00;971.00;0.00;5.00;183;3.70;9.90;0.00;0.00;224.30
2025-03-21;15.20;11.40;60.50;970.90;0.00;5.00;201;4.00;10.10;0.00;0.00;204.50
2025-03-21;15.25;11.40;60.00;970.80;0.00;5.00;208;3.80;10.00;0.00;0.00;178.30
2025-03-21;15.30;11.40;61.00;970.80;0.00;2.00;181;4.10;10.10;0.00;0.00;153.00
2025-03-21;15.35;11.30;61.00;970.80;0.00;3.00;191;4.00;10.00;0.00;0.00;127.30
2025-03-21;15.40;11.30;61.00;970.60;0.00;3.00;226;4.00;10.00;0.00;0.00;113.50
2025-03-21;15.45;11.30;61.00;970.60;0.00;5.00;220;4.00;10.00;0.00;0.00;113.30
2025-03-21;15.50;11.20;62.00;970.50;0.00;5.00;213;4.10;9.90;0.00;0.00;117.00
2025-03-21;15.55;11.20;62.00;970.40;0.00;3.00;183;4.10;9.90;0.00;0.00;106.00
2025-03-21;16.00;11.10;62.00;970.40;0.00;2.00;195;4.00;9.80;0.00;0.00;91.00
2025-03-21;16.05;11.00;62.00;970.40;0.00;2.00;195;3.90;9.70;0.00;0.00;82.00
2025-03-21;16.10;10.90;63.00;970.40;0.00;3.00;217;4.10;9.60;0.00;0.00;83.00
2025-03-21;16.15;10.90;63.00;970.40;0.00;6.00;226;4.10;9.60;0.00;0.00;90.00
2025-03-21;16.20;10.80;63.00;970.40;0.00;6.00;237;4.00;9.50;0.00;0.00;96.00
2025-03-21;16.25;10.80;63.00;970.40;0.00;6.00;221;4.00;9.50;0.00;0.00;92.00
2025-03-21;16.30;10.80;63.00;970.30;0.00;0.00;213;4.00;9.50;0.00;0.00;83.00
2025-03-21;16.35;10.80;63.00;970.40;0.00;0.00;222;4.00;9.50;0.00;0.00;71.30
2025-03-21;16.40;10.80;63.00;970.40;0.00;0.00;240;4.00;9.50;0.00;0.00;62.50
2025-03-21;16.45;10.80;63.00;970.20;0.00;0.00;241;4.00;9.50;0.00;0.00;62.00
