Date;Time; Temperatura  -  Med  (C) ; Umidità  -  Med  (%) ; Pressione  -  Med  (hpa) ; Velocità  del  vento  -  Med  (kmh) ; Raffica  di  vento  -  Med  (kmh) ; Direzione  del  vento  -  Tutti  (°) ; Punto  di  rugiada  -  Med  (C) ; Temperatura  apparente  -  Med  (C) ; Quantità  di  pioggia  -  Med  (mm/h) ; Precipitation  -  Totale  (mm) ; Radiazione  solare  -  Med  (W/m2) 
2025-03-19;21.40;2.90;87.00;978.10;0.00;0.00;92;0.90;1.10;0.00;0.00;0.00
2025-03-19;21.45;2.90;87.00;978.20;0.00;0.00;91;0.90;1.10;0.00;0.00;0.00
2025-03-19;21.50;2.90;87.50;978.20;0.00;0.00;93;1.00;1.10;0.00;0.00;0.00
2025-03-19;21.55;2.80;88.00;978.20;0.00;0.00;93;1.00;1.00;0.00;0.00;0.00
2025-03-19;22.00;2.80;88.00;978.20;0.00;0.00;93;1.00;1.00;0.00;0.00;0.00
2025-03-19;22.05;2.80;88.00;978.20;0.00;0.00;93;1.00;1.00;0.00;0.00;0.00
2025-03-19;22.10;2.80;88.00;978.30;0.00;0.00;93;1.00;1.00;0.00;0.00;0.00
2025-03-19;22.15;2.70;88.00;978.30;0.00;0.00;93;0.90;0.90;0.00;0.00;0.00
2025-03-19;22.20;2.70;88.00;978.30;0.00;0.00;93;0.90;0.80;0.00;0.00;0.00
2025-03-19;22.25;2.60;88.00;978.30;0.00;0.00;93;0.80;0.70;0.00;0.00;0.00
2025-03-19;22.30;2.50;88.00;978.30;0.00;0.00;93;0.70;0.60;0.00;0.00;0.00
2025-03-19;22.35;2.50;89.00;978.30;0.00;0.00;93;0.80;0.60;0.00;0.00;0.00
2025-03-19;22.40;2.40;89.00;978.30;0.00;0.00;93;0.70;0.50;0.00;0.00;0.00
2025-03-19;22.45;2.30;89.00;978.30;0.00;0.00;93;0.70;0.40;0.00;0.00;0.00
2025-03-19;22.50;2.30;89.00;978.30;0.00;0.00;93;0.70;0.40;0.00;0.00;0.00
2025-03-19;22.55;2.30;89.00;978.30;0.00;0.00;93;0.70;0.40;0.00;0.00;0.00
2025-03-19;23.00;2.30;89.00;978.30;0.00;0.00;93;0.70;0.40;0.00;0.00;0.00
2025-03-19;23.05;2.30;89.50;978.40;0.00;0.00;93;0.70;0.40;0.00;0.00;0.00
2025-03-19;23.10;2.30;90.00;978.40;0.00;0.00;93;0.80;0.40;0.00;0.00;0.00
2025-03-19;23.15;2.30;90.00;978.40;0.00;0.00;93;0.80;0.40;0.00;0.00;0.00
2025-03-19;23.20;2.20;90.00;978.40;0.00;0.00;93;0.70;0.30;0.00;0.00;0.00
2025-03-19;23.25;2.20;90.00;978.40;0.00;0.00;93;0.70;0.30;0.00;0.00;0.00
2025-03-19;23.30;2.20;90.00;978.40;0.00;0.00;93;0.70;0.30;0.00;0.00;0.00
2025-03-19;23.35;2.20;90.00;978.40;0.00;0.00;93;0.70;0.30;0.00;0.00;0.00
2025-03-19;23.40;2.10;90.00;978.40;0.00;0.00;93;0.60;0.20;0.00;0.00;0.00
2025-03-19;23.45;1.90;90.00;978.40;0.00;0.00;93;0.40;0.10;0.00;0.00;0.00
2025-03-19;23.50;1.90;90.00;978.40;0.00;0.00;93;0.40;0.00;0.00;0.00;0.00
2025-03-19;23.55;1.80;90.00;978.40;0.00;0.00;93;0.30;-0.10;0.00;0.00;0.00
2025-03-20;00.00;1.90;90.00;978.30;0.00;0.00;93;0.40;0.00;0.00;0.00;0.00
2025-03-20;00.05;1.90;91.00;978.40;0.00;0.00;93;0.60;0.00;0.00;0.00;0.00
2025-03-20;00.10;1.90;91.00;978.50;0.00;0.00;93;0.60;0.00;0.00;0.00;0.00
2025-03-20;00.15;1.90;91.00;978.40;0.00;0.00;93;0.60;0.00;0.00;0.00;0.00
2025-03-20;00.20;2.00;91.00;978.50;0.00;0.00;93;0.70;0.10;0.00;0.00;0.00
2025-03-20;00.25;2.00;91.00;978.40;0.00;0.00;93;0.70;0.10;0.00;0.00;0.00
2025-03-20;00.30;1.90;91.00;978.40;0.00;0.00;93;0.60;0.00;0.00;0.00;0.00
2025-03-20;00.35;1.90;91.00;978.40;0.00;0.00;93;0.60;0.00;0.00;0.00;0.00
2025-03-20;00.40;1.90;91.00;978.40;0.00;0.00;93;0.60;-0.10;0.00;0.00;0.00
2025-03-20;00.45;1.80;91.00;978.40;0.00;0.00;93;0.50;-0.10;0.00;0.00;0.00
2025-03-20;00.50;1.80;91.00;978.40;0.00;0.00;93;0.50;-0.10;0.00;0.00;0.00
2025-03-20;00.55;1.80;91.00;978.40;0.00;0.00;93;0.50;-0.10;0.00;0.00;0.00
2025-03-20;01.00;1.80;91.00;978.30;0.00;0.00;93;0.50;-0.10;0.00;0.00;0.00
2025-03-20;01.05;1.70;91.00;978.30;0.00;0.00;93;0.40;-0.20;0.00;0.00;0.00
2025-03-20;01.10;1.60;91.00;978.30;0.00;0.00;93;0.30;-0.30;0.00;0.00;0.00
2025-03-20;01.20;1.70;91.50;978.30;0.00;0.00;93;0.40;-0.30;0.00;0.00;0.00
2025-03-20;01.25;1.70;92.00;978.30;0.00;0.00;93;0.50;-0.20;0.00;0.00;0.00
2025-03-20;01.30;1.70;92.00;978.30;0.00;0.00;93;0.50;-0.20;0.00;0.00;0.00
2025-03-20;01.35;1.70;92.00;978.30;0.00;0.00;93;0.50;-0.20;0.00;0.00;0.00
2025-03-20;01.40;1.70;92.00;978.30;0.00;0.00;93;0.50;-0.20;0.00;0.00;0.00
2025-03-20;01.45;1.70;92.00;978.30;0.00;0.00;93;0.50;-0.20;0.00;0.00;0.00
2025-03-20;01.50;1.70;92.00;978.30;0.00;0.00;93;0.50;-0.20;0.00;0.00;0.00
2025-03-20;01.55;1.70;92.00;978.30;0.00;0.00;93;0.50;-0.20;0.00;0.00;0.00
2025-03-20;02.00;1.60;92.00;978.30;0.00;0.00;93;0.40;-0.30;0.00;0.00;0.00
2025-03-20;02.05;1.70;92.00;978.20;0.00;0.00;93;0.50;-0.20;0.00;0.00;0.00
2025-03-20;02.10;1.60;92.00;978.20;0.00;0.00;93;0.40;-0.30;0.00;0.00;0.00
2025-03-20;02.15;1.60;92.00;978.20;0.00;0.00;93;0.40;-0.30;0.00;0.00;0.00
2025-03-20;02.20;1.50;91.50;978.20;0.00;0.00;93;0.30;-0.50;0.00;0.00;0.00
2025-03-20;02.25;1.50;92.00;978.20;0.00;0.00;93;0.30;-0.40;0.00;0.00;0.00
2025-03-20;02.30;1.40;92.00;978.20;0.00;0.00;93;0.20;-0.50;0.00;0.00;0.00
2025-03-20;02.35;1.40;92.00;978.20;0.00;0.00;93;0.20;-0.50;0.00;0.00;0.00
2025-03-20;02.40;1.40;92.00;978.20;0.00;0.00;93;0.20;-0.50;0.00;0.00;0.00
2025-03-20;02.45;1.40;92.00;978.20;0.00;0.00;93;0.20;-0.50;0.00;0.00;0.00
2025-03-20;02.50;1.40;92.00;978.20;0.00;0.00;93;0.20;-0.50;0.00;0.00;0.00
2025-03-20;02.55;1.40;92.00;978.20;0.00;0.00;93;0.20;-0.50;0.00;0.00;0.00
2025-03-20;03.00;1.50;92.00;978.20;0.00;0.00;93;0.30;-0.40;0.00;0.00;0.00
2025-03-20;03.05;1.50;92.00;978.10;0.00;0.00;93;0.30;-0.40;0.00;0.00;0.00
2025-03-20;03.10;1.40;92.00;978.10;0.00;0.00;93;0.20;-0.50;0.00;0.00;0.00
2025-03-20;03.15;1.40;92.00;978.10;0.00;0.00;93;0.20;-0.50;0.00;0.00;0.00
2025-03-20;03.20;1.60;92.00;978.20;0.00;0.00;93;0.40;-0.40;0.00;0.00;0.00
2025-03-20;03.25;1.50;92.00;978.20;0.00;0.00;93;0.30;-0.40;0.00;0.00;0.00
2025-03-20;03.30;1.40;92.00;978.10;0.00;0.00;93;0.20;-0.50;0.00;0.00;0.00
2025-03-20;03.35;1.30;92.00;978.20;0.00;0.00;93;0.10;-0.80;0.00;0.00;0.00
2025-03-20;03.40;1.20;92.00;978.20;0.00;0.00;93;0.00;-0.80;0.00;0.00;0.00
2025-03-20;03.45;1.20;92.00;978.10;0.00;0.00;93;-0.10;-0.80;0.00;0.00;0.00
2025-03-20;03.50;1.10;92.00;978.20;0.00;0.00;93;-0.20;-1.00;0.00;0.00;0.00
2025-03-20;03.55;0.90;92.00;978.20;0.00;0.00;93;-0.30;-1.10;0.00;0.00;0.00
2025-03-20;04.00;0.90;92.00;978.10;0.00;0.00;93;-0.30;-1.10;0.00;0.00;0.00
2025-03-20;04.05;0.80;92.00;978.10;0.00;0.00;93;-0.40;-1.20;0.00;0.00;0.00
2025-03-20;04.10;0.90;92.00;978.10;0.00;2.00;93;-0.30;-1.10;0.00;0.00;0.00
2025-03-20;04.15;0.90;92.00;978.10;0.00;2.00;93;-0.30;-1.10;0.00;0.00;0.00
2025-03-20;04.20;0.90;92.50;978.10;0.00;2.00;93;-0.20;-1.10;0.00;0.00;0.00
2025-03-20;04.25;0.90;93.00;978.10;0.00;0.00;93;-0.10;-1.10;0.00;0.00;0.00
2025-03-20;04.30;0.90;93.00;978.10;0.00;0.00;93;-0.10;-1.10;0.00;0.00;0.00
2025-03-20;04.35;0.80;92.00;978.10;0.00;0.00;93;-0.40;-1.20;0.00;0.00;0.00
2025-03-20;04.40;0.90;93.00;978.10;0.00;0.00;93;-0.20;-1.20;0.00;0.00;0.00
2025-03-20;04.45;0.90;93.00;978.00;0.00;0.00;93;-0.10;-1.10;0.00;0.00;0.00
2025-03-20;04.50;0.90;93.00;978.00;0.00;0.00;93;-0.20;-1.20;0.00;0.00;0.00
2025-03-20;04.55;0.80;93.00;978.00;0.00;0.00;93;-0.20;-1.20;0.00;0.00;0.00
2025-03-20;05.00;0.80;93.00;978.00;0.00;0.00;93;-0.20;-1.20;0.00;0.00;0.00
2025-03-20;05.05;0.80;93.00;978.00;0.00;0.00;93;-0.20;-1.20;0.00;0.00;0.00
2025-03-20;05.10;0.80;93.00;978.00;0.00;0.00;93;-0.20;-1.20;0.00;0.00;0.00
2025-03-20;05.15;0.80;93.00;978.10;0.00;0.00;93;-0.20;-1.20;0.00;0.00;0.00
2025-03-20;05.20;0.70;93.00;978.10;0.00;0.00;93;-0.30;-1.30;0.00;0.00;0.00
2025-03-20;05.25;0.70;93.00;978.00;0.00;0.00;93;-0.30;-1.30;0.00;0.00;0.00
2025-03-20;05.30;0.70;93.00;978.00;0.00;0.00;93;-0.30;-1.30;0.00;0.00;0.00
2025-03-20;05.35;0.70;93.00;977.90;0.00;0.00;93;-0.30;-1.30;0.00;0.00;0.00
2025-03-20;05.40;0.70;93.00;977.90;0.00;0.00;93;-0.30;-1.30;0.00;0.00;0.00
2025-03-20;05.45;0.60;93.00;977.90;0.00;0.00;93;-0.40;-1.40;0.00;0.00;0.00
2025-03-20;05.50;0.60;93.00;978.00;0.00;0.00;93;-0.40;-1.40;0.00;0.00;0.00
2025-03-20;05.55;0.60;93.00;977.90;0.00;0.00;93;-0.40;-1.40;0.00;0.00;0.00
2025-03-20;06.00;0.60;93.00;977.90;0.00;0.00;93;-0.40;-1.40;0.00;0.00;0.00
2025-03-20;06.05;0.60;93.00;977.90;0.00;0.00;93;-0.40;-1.40;0.00;0.00;0.00
2025-03-20;06.10;0.60;93.50;977.90;0.00;0.00;93;-0.40;-1.40;0.00;0.00;0.00
2025-03-20;06.15;0.60;94.00;977.90;0.00;0.00;93;-0.30;-1.40;0.00;0.00;0.00
2025-03-20;06.20;0.70;94.00;977.90;0.00;0.00;93;-0.20;-1.30;0.00;0.00;0.00
2025-03-20;06.25;0.70;94.00;977.90;0.00;0.00;93;-0.20;-1.30;0.00;0.00;0.00
2025-03-20;06.30;0.70;94.00;977.90;0.00;0.00;93;-0.20;-1.30;0.00;0.00;0.00
2025-03-20;06.35;0.70;94.00;978.00;0.00;0.00;93;-0.20;-1.30;0.00;0.00;5.50
2025-03-20;06.40;0.60;94.00;978.10;0.00;0.00;94;-0.30;-1.40;0.00;0.00;8.00
2025-03-20;06.45;0.60;93.70;978.20;0.00;0.00;90;-0.30;-1.40;0.00;0.00;11.30
2025-03-20;06.50;0.70;94.00;978.20;0.00;0.00;88;-0.20;-1.30;0.00;0.00;13.00
2025-03-20;06.55;0.80;94.00;978.20;0.00;0.00;86;-0.10;-1.20;0.00;0.00;15.30
2025-03-20;07.00;0.80;94.00;978.30;0.00;0.00;86;-0.10;-1.20;0.00;0.00;18.00
2025-03-20;07.05;0.90;94.00;978.30;0.00;0.00;89;0.00;-1.10;0.00;0.00;20.00
2025-03-20;07.10;1.00;94.00;978.30;0.00;2.00;87;0.10;-1.10;0.00;0.00;23.00
2025-03-20;07.15;1.10;94.00;978.20;0.00;2.00;90;0.20;-0.80;0.00;0.00;25.70
2025-03-20;07.20;1.10;94.00;978.30;0.00;0.00;94;0.20;-0.80;0.00;0.00;33.50
2025-03-20;07.25;1.00;94.00;978.30;0.00;0.00;88;0.10;-1.00;0.00;0.00;60.70
2025-03-20;07.30;1.10;94.00;978.30;0.00;0.00;92;0.20;-0.80;0.00;0.00;88.00
2025-03-20;07.35;1.30;94.00;978.40;0.00;3.00;91;0.40;-0.60;0.00;0.00;103.50
2025-03-20;07.40;1.50;94.00;978.40;0.00;3.00;91;0.60;-0.40;0.00;0.00;118.50
2025-03-20;07.45;1.70;94.00;978.40;0.00;2.00;90;0.80;-0.30;0.00;0.00;133.30
2025-03-20;07.50;1.90;94.00;978.40;0.00;2.00;83;1.00;0.10;0.00;0.00;148.50
2025-03-20;07.55;2.10;94.00;978.40;0.00;2.00;85;1.20;0.30;0.00;0.00;162.30
2025-03-20;08.00;2.20;94.00;978.40;0.00;2.00;86;1.30;0.40;0.00;0.00;174.00
2025-03-20;08.05;2.50;94.00;978.50;0.00;3.00;87;1.60;0.80;0.00;0.00;188.30
2025-03-20;08.10;2.90;94.00;978.50;0.00;3.00;89;2.00;1.20;0.00;0.00;202.00
2025-03-20;08.15;3.30;94.30;978.40;0.00;3.00;90;2.50;1.70;0.00;0.00;215.30
2025-03-20;08.20;3.80;94.50;978.40;0.00;2.00;87;3.00;2.30;0.00;0.00;230.50
2025-03-20;08.25;4.40;94.30;978.50;0.00;2.00;91;3.60;3.00;0.00;0.00;244.30
2025-03-20;08.30;4.80;94.00;978.60;0.00;0.00;94;3.90;3.50;0.00;0.00;255.00
2025-03-20;08.35;5.20;92.50;978.60;0.00;0.00;99;4.10;3.90;0.00;0.00;272.30
2025-03-20;08.40;5.70;90.50;978.60;0.00;0.00;101;4.30;4.40;0.00;0.00;287.50
2025-03-20;08.45;6.30;87.70;978.70;0.00;0.00;119;4.30;5.00;0.00;0.00;307.00
2025-03-20;08.50;6.70;84.00;978.70;0.00;0.00;190;4.20;5.40;0.00;0.00;330.50
2025-03-20;08.55;6.90;80.30;978.70;0.00;0.00;199;3.70;5.60;0.00;0.00;346.00
2025-03-20;09.00;7.20;79.00;978.70;0.00;0.00;201;3.80;5.80;0.00;0.00;357.00
2025-03-20;09.05;7.40;77.00;978.70;0.00;0.00;193;3.60;6.00;0.00;0.00;374.80
2025-03-20;09.10;7.60;76.00;978.60;0.00;0.00;188;3.60;6.20;0.00;0.00;393.00
2025-03-20;09.15;7.60;74.30;978.60;0.00;0.00;191;3.30;6.20;0.00;0.00;131.30
2025-03-20;09.20;7.80;73.00;978.60;0.00;0.00;181;3.20;6.30;0.00;0.00;58.00
2025-03-20;09.25;7.80;72.00;978.60;0.00;0.00;163;3.00;6.30;0.00;0.00;127.30
2025-03-20;09.30;8.00;72.00;978.60;0.00;0.00;159;3.20;6.50;0.00;0.00;450.00
2025-03-20;09.35;8.40;71.30;978.60;0.00;0.00;210;3.50;7.00;0.00;0.00;464.30
2025-03-20;09.40;8.70;70.00;978.60;0.00;0.00;181;3.50;7.30;0.00;0.00;479.50
2025-03-20;09.45;8.90;70.00;978.60;0.00;5.00;202;3.70;7.50;0.00;0.00;490.30
2025-03-20;09.50;9.20;70.00;978.70;1.00;5.00;229;4.00;7.70;0.00;0.00;502.50
2025-03-20;09.55;9.30;69.30;978.70;1.00;6.00;249;3.90;7.80;0.00;0.00;514.70
2025-03-20;10.00;9.30;69.00;978.70;1.00;6.00;248;3.80;7.80;0.00;0.00;526.00
2025-03-20;10.05;9.30;68.00;978.60;1.00;6.00;224;3.60;7.70;0.00;0.00;536.30
2025-03-20;10.10;9.40;68.00;978.60;1.00;6.00;283;3.70;7.90;0.00;0.00;547.50
2025-03-20;10.15;9.70;66.30;978.70;1.00;8.00;215;3.70;8.20;0.00;0.00;558.70
2025-03-20;10.20;9.90;66.00;978.70;1.00;8.00;288;3.80;8.30;0.00;0.00;569.50
2025-03-20;10.25;10.20;66.00;978.60;1.00;8.00;275;4.10;8.70;0.00;0.00;579.00
2025-03-20;10.30;10.30;65.00;978.60;1.00;6.00;210;3.90;8.80;0.00;0.00;587.00
2025-03-20;10.35;10.00;65.50;978.70;1.00;11.00;219;3.80;8.40;0.00;0.00;595.80
2025-03-20;10.40;10.10;65.00;978.70;2.00;11.00;163;3.80;8.40;0.00;0.00;607.50
2025-03-20;10.45;10.30;64.70;978.60;2.30;10.00;211;3.80;8.50;0.00;0.00;614.70
2025-03-20;10.50;10.60;64.50;978.50;3.00;8.00;239;4.10;8.70;0.00;0.00;622.50
2025-03-20;10.55;10.90;62.30;978.50;2.70;8.00;212;3.90;9.00;0.00;0.00;630.70
2025-03-20;11.00;10.90;61.00;978.50;2.00;8.00;178;3.60;9.10;0.00;0.00;638.00
2025-03-20;11.05;11.00;62.50;978.60;2.00;10.00;278;4.10;9.30;0.00;0.00;647.00
2025-03-20;11.10;11.30;61.00;978.60;1.00;10.00;223;4.00;9.80;0.00;0.00;652.00
2025-03-20;11.15;11.20;60.30;978.60;2.30;8.00;151;3.70;9.40;0.00;0.00;660.70
2025-03-20;11.20;11.20;61.50;978.50;3.00;8.00;167;4.00;9.30;0.00;0.00;666.00
2025-03-20;11.25;11.20;60.70;978.50;2.00;8.00;185;3.80;9.50;0.00;0.00;674.30
2025-03-20;11.30;11.20;60.00;978.40;2.00;8.00;188;3.60;9.40;0.00;0.00;679.00
2025-03-20;11.35;11.40;59.30;978.40;1.50;8.00;218;3.60;9.70;0.00;0.00;683.00
2025-03-20;11.40;11.50;56.50;978.40;2.00;11.00;237;3.00;9.60;0.00;0.00;688.00
2025-03-20;11.45;11.60;54.70;978.30;2.00;11.00;185;2.70;9.70;0.00;0.00;692.30
2025-03-20;11.50;11.70;54.00;978.20;2.00;10.00;205;2.60;9.80;0.00;0.00;693.50
2025-03-20;11.55;11.80;51.00;978.10;2.30;10.00;217;1.90;9.60;0.00;0.00;700.30
2025-03-20;12.00;11.80;50.00;978.10;3.00;10.00;223;1.60;9.50;0.00;0.00;701.00
2025-03-20;12.05;11.90;53.00;978.10;2.50;10.00;268;2.50;9.90;0.00;0.00;704.00
2025-03-20;12.10;12.30;53.00;978.10;3.00;10.00;200;2.90;10.20;0.00;0.00;705.00
2025-03-20;12.15;12.40;52.30;978.00;3.00;10.00;199;2.80;10.30;0.00;0.00;709.00
2025-03-20;12.20;12.50;52.00;977.80;2.00;11.00;207;2.80;10.60;0.00;0.00;705.50
2025-03-20;12.25;12.40;51.70;977.90;2.00;11.00;186;2.70;10.50;0.00;0.00;707.30
2025-03-20;12.30;12.50;54.00;977.90;3.00;11.00;188;3.40;10.50;0.00;0.00;714.00
2025-03-20;12.35;12.50;53.00;977.90;3.00;8.00;192;3.10;10.50;0.00;0.00;709.50
2025-03-20;12.40;12.40;52.00;977.80;2.00;8.00;208;2.70;10.50;0.00;0.00;714.50
2025-03-20;12.45;12.50;52.00;977.80;3.00;13.00;217;2.80;10.40;0.00;0.00;711.30
2025-03-20;12.50;12.50;51.00;977.70;3.00;13.00;240;2.60;10.30;0.00;0.00;700.50
2025-03-20;12.55;12.60;52.00;977.70;2.00;10.00;210;3.00;10.70;0.00;0.00;703.00
2025-03-20;13.00;12.90;52.00;977.70;1.00;8.00;199;3.20;11.30;0.00;0.00;710.00
2025-03-20;13.05;13.30;50.00;977.60;1.30;8.00;233;3.00;11.60;0.00;0.00;707.30
2025-03-20;13.10;13.30;49.00;977.50;2.00;10.00;226;2.70;11.40;0.00;0.00;707.50
2025-03-20;13.15;13.20;49.70;977.40;2.00;10.00;194;2.80;11.30;0.00;0.00;700.30
2025-03-20;13.20;13.30;49.50;977.30;2.00;10.00;223;2.80;11.40;0.00;0.00;700.50
2025-03-20;13.25;13.50;48.70;977.20;2.00;10.00;223;2.80;11.60;0.00;0.00;696.70
2025-03-20;13.30;13.50;49.00;977.10;2.00;10.00;163;2.90;11.60;0.00;0.00;689.00
2025-03-20;13.35;13.30;49.00;977.00;2.00;10.00;156;2.70;11.40;0.00;0.00;677.80
2025-03-20;13.40;13.20;49.00;976.90;0.50;8.00;155;2.60;11.60;0.00;0.00;676.00
2025-03-20;13.45;13.30;49.00;976.80;1.00;10.00;172;2.70;11.60;0.00;0.00;677.00
2025-03-20;13.50;13.70;48.50;976.80;2.00;10.00;167;2.90;11.80;0.00;0.00;663.50
2025-03-20;13.55;13.70;47.30;976.70;2.30;10.00;175;2.60;11.70;0.00;0.00;662.30
2025-03-20;14.00;13.60;48.00;976.70;3.00;8.00;283;2.70;11.50;0.00;0.00;650.00
2025-03-20;14.05;14.10;47.30;976.70;2.00;11.00;254;2.90;12.20;0.00;0.00;651.80
2025-03-20;14.10;14.20;46.50;976.80;3.00;13.00;198;2.80;12.10;0.00;0.00;648.00
2025-03-20;14.15;14.00;46.30;976.70;3.30;14.00;243;2.60;11.70;0.00;0.00;636.70
2025-03-20;14.20;14.10;44.50;976.60;3.00;14.00;229;2.10;11.80;0.00;0.00;633.50
2025-03-20;14.25;14.10;44.70;976.50;2.30;14.00;210;2.20;12.00;0.00;0.00;628.70
2025-03-20;14.30;14.20;44.00;976.50;2.00;10.00;229;2.00;12.20;0.00;0.00;628.00
2025-03-20;14.35;14.20;43.80;976.40;2.00;10.00;169;1.90;12.20;0.00;0.00;611.50
2025-03-20;14.40;14.20;44.00;976.40;1.00;10.00;197;2.00;12.40;0.00;0.00;579.00
2025-03-20;14.45;14.20;44.00;976.30;1.70;11.00;225;2.00;12.20;0.00;0.00;579.70
2025-03-20;14.50;14.10;44.00;976.30;2.50;11.00;163;1.90;11.90;0.00;0.00;533.50
2025-03-20;14.55;14.10;44.00;976.30;2.70;11.00;216;1.90;11.80;0.00;0.00;466.70
2025-03-20;15.00;13.90;44.00;976.20;2.00;14.00;247;1.80;11.80;0.00;0.00;454.00
2025-03-20;15.05;13.90;44.00;976.30;2.80;14.00;228;1.80;11.70;0.00;0.00;470.80
2025-03-20;15.10;13.80;44.50;976.30;4.00;14.00;203;1.90;11.40;0.00;0.00;485.00
2025-03-20;15.15;13.70;45.00;976.30;5.00;14.00;211;1.90;11.10;0.00;0.00;460.00
2025-03-20;15.20;13.60;45.50;976.30;4.50;14.00;170;1.90;11.00;0.00;0.00;380.50
2025-03-20;15.25;13.60;46.00;976.20;3.00;11.00;241;2.10;11.30;0.00;0.00;337.30
2025-03-20;15.30;13.60;46.00;976.10;2.00;11.00;280;2.10;11.60;0.00;0.00;338.00
2025-03-20;15.35;13.50;46.00;976.10;1.00;10.00;184;2.00;11.70;0.00;0.00;336.50
2025-03-20;15.40;13.30;46.00;976.10;2.00;10.00;246;1.80;11.20;0.00;0.00;323.50
2025-03-20;15.45;13.30;46.00;976.00;2.00;11.00;227;1.80;11.30;0.00;0.00;321.70
2025-03-20;15.50;13.30;45.00;976.00;2.00;11.00;178;1.50;11.20;0.00;0.00;315.50
2025-03-20;15.55;13.20;46.30;976.00;1.70;13.00;206;1.80;11.20;0.00;0.00;309.30
2025-03-20;16.00;13.20;46.00;976.00;1.00;13.00;247;1.70;11.30;0.00;0.00;285.00
2025-03-20;16.05;13.10;46.30;976.00;1.00;13.00;187;1.70;11.20;0.00;0.00;269.50
2025-03-20;16.10;13.00;46.50;975.90;1.00;10.00;159;1.70;11.10;0.00;0.00;237.00
2025-03-20;16.15;12.90;46.00;975.80;1.00;10.00;206;1.50;11.00;0.00;0.00;222.70
2025-03-20;16.20;12.80;46.00;975.80;0.50;8.00;183;1.40;10.90;0.00;0.00;221.50
2025-03-20;16.25;12.80;46.30;975.80;1.00;10.00;195;1.50;10.80;0.00;0.00;226.30
2025-03-20;16.30;12.70;47.00;975.80;1.00;10.00;218;1.60;10.80;0.00;0.00;216.00
2025-03-20;16.35;12.70;47.00;975.70;0.30;6.00;193;1.60;10.90;0.00;0.00;211.00
2025-03-20;16.40;12.60;47.00;975.80;1.00;8.00;192;1.50;10.70;0.00;0.00;213.50
2025-03-20;16.45;12.50;47.70;975.80;1.00;8.00;196;1.60;10.50;0.00;0.00;215.30
2025-03-20;16.50;12.40;48.00;975.80;1.00;8.00;145;1.60;10.50;0.00;0.00;192.50
2025-03-20;16.55;12.30;47.70;975.80;1.00;8.00;222;1.40;10.40;0.00;0.00;165.70
2025-03-20;17.00;12.30;48.00;975.80;2.00;8.00;206;1.50;10.20;0.00;0.00;151.00
2025-03-20;17.05;12.30;48.00;975.90;1.50;8.00;204;1.50;10.30;0.00;0.00;136.30
2025-03-20;17.10;12.20;48.00;976.00;0.00;6.00;205;1.40;10.40;0.00;0.00;128.00
2025-03-20;17.15;12.10;48.30;975.90;0.00;5.00;211;1.40;10.30;0.00;0.00;123.00
2025-03-20;17.20;12.10;48.00;975.90;0.00;6.00;206;1.30;10.30;0.00;0.00;113.50
2025-03-20;17.25;11.90;48.70;976.00;0.70;8.00;191;1.30;10.10;0.00;0.00;104.00
2025-03-20;17.30;11.90;49.00;976.00;1.00;8.00;211;1.40;10.00;0.00;0.00;95.00
2025-03-20;17.35;11.80;50.00;976.00;0.50;8.00;183;1.60;10.00;0.00;0.00;80.80
2025-03-20;17.40;11.70;51.00;975.90;0.00;0.00;183;1.80;10.00;0.00;0.00;70.50
2025-03-20;17.45;11.60;51.30;975.90;0.00;0.00;183;1.80;9.90;0.00;0.00;62.70
2025-03-20;17.50;11.60;52.00;976.00;0.00;0.00;183;2.00;9.90;0.00;0.00;55.00
2025-03-20;17.55;11.60;52.30;975.90;0.00;0.00;267;2.10;9.90;0.00;0.00;48.00
2025-03-20;18.00;11.50;52.00;975.90;0.00;0.00;267;1.90;9.80;0.00;0.00;42.00
2025-03-20;18.05;11.40;54.30;975.80;0.00;0.00;269;2.40;9.80;0.00;0.00;34.80
2025-03-20;18.10;11.30;56.00;975.90;0.00;0.00;275;2.80;9.80;0.00;0.00;26.50
2025-03-20;18.15;11.10;58.30;975.80;0.00;0.00;284;3.10;9.60;0.00;0.00;20.70
2025-03-20;18.20;10.70;60.00;975.80;0.00;0.00;285;3.20;9.30;0.00;0.00;15.00
2025-03-20;18.25;10.40;60.70;975.80;0.00;0.00;285;3.00;8.90;0.00;0.00;11.30
2025-03-20;18.30;10.20;62.00;975.90;0.00;0.00;285;3.20;8.70;0.00;0.00;9.00
2025-03-20;18.35;10.00;63.30;975.90;0.00;0.00;301;3.20;8.60;0.00;0.00;3.80
2025-03-20;18.40;9.70;64.50;976.00;0.00;0.00;301;3.20;8.20;0.00;0.00;0.00
2025-03-20;18.45;9.40;65.00;976.00;0.00;0.00;302;3.10;7.90;0.00;0.00;0.00
2025-03-20;18.50;9.10;64.50;976.10;0.00;0.00;302;2.70;7.60;0.00;0.00;0.00
2025-03-20;18.55;8.70;63.00;976.10;0.00;0.00;302;2.00;7.10;0.00;0.00;0.00
2025-03-20;19.00;8.60;64.00;976.10;0.00;0.00;302;2.10;7.00;0.00;0.00;0.00
2025-03-20;19.05;8.40;64.80;976.10;0.00;0.00;303;2.10;6.80;0.00;0.00;0.00
